,time,pm_in,pm_out,tem_in,tem_out,rh_in,rh_out,co2,time_index
4086,1/15/2017 4:25,0,0,0,0,0,0,0,4
4087,1/15/2017 4:30,0,0,0,0,0,0,0,4
4088,1/15/2017 4:35,0,0,0,0,0,0,0,4
4089,1/15/2017 4:40,0,0,0,0,0,0,0,4
4090,1/15/2017 4:45,0,0,0,0,0,0,0,4
4091,1/15/2017 4:50,0,0,0,0,0,0,0,4
4092,1/15/2017 4:55,0,0,0,0,0,0,0,4
4093,1/15/2017 5:00,0,0,0,0,0,0,0,5
4094,1/15/2017 5:05,0,0,0,0,0,0,0,5
4095,1/15/2017 5:10,0,0,0,0,0,0,0,5
4096,1/15/2017 5:15,0,0,0,0,0,0,0,5
4097,1/15/2017 5:20,0,0,0,0,0,0,0,5
4098,1/15/2017 5:25,0,0,0,0,0,0,0,5
4099,1/15/2017 5:30,0,0,0,0,0,0,0,5
4100,1/15/2017 5:35,0,0,0,0,0,0,0,5
4101,1/15/2017 5:40,0,0,0,0,0,0,0,5
4102,1/15/2017 5:45,0,0,0,0,0,0,0,5
4103,1/15/2017 5:50,0,0,0,0,0,0,0,5
4104,1/15/2017 5:55,0,0,0,0,0,0,0,5
4105,1/15/2017 6:00,0,0,0,0,0,0,0,6
4106,1/15/2017 6:05,0,0,0,0,0,0,0,6
4107,1/15/2017 6:10,0,0,0,0,0,0,0,6
4108,1/15/2017 6:15,0,0,0,0,0,0,0,6
4109,1/15/2017 6:20,0,0,0,0,0,0,0,6
4110,1/15/2017 6:25,0,0,0,0,0,0,0,6
4111,1/15/2017 6:30,0,0,0,0,0,0,0,6
4112,1/15/2017 6:35,0,0,0,0,0,0,0,6
4113,1/15/2017 6:40,0,0,0,0,0,0,0,6
4114,1/15/2017 6:45,0,0,0,0,0,0,0,6
4115,1/15/2017 6:50,0,0,0,0,0,0,0,6
4116,1/15/2017 6:55,0,0,0,0,0,0,0,6
4117,1/15/2017 7:00,0,0,0,0,0,0,0,7
4118,1/15/2017 7:05,0,0,0,0,0,0,0,7
4119,1/15/2017 7:10,0,0,0,0,0,0,0,7
4120,1/15/2017 7:15,0,0,0,0,0,0,0,7
4121,1/15/2017 7:20,0,0,0,0,0,0,0,7
4122,1/15/2017 7:25,0,0,0,0,0,0,0,7
4123,1/15/2017 7:30,0,0,0,0,0,0,0,7
4124,1/15/2017 7:35,0,0,0,0,0,0,0,7
4125,1/15/2017 7:40,0,0,0,0,0,0,0,7
4126,1/15/2017 7:45,0,0,0,0,0,0,0,7
4127,1/15/2017 7:50,0,0,0,0,0,0,0,7
4128,1/15/2017 7:55,0,0,0,0,0,0,0,7
4129,1/15/2017 8:00,0,0,0,0,0,0,0,8
4130,1/15/2017 8:05,0,0,0,0,0,0,0,8
4131,1/15/2017 8:10,0,0,0,0,0,0,0,8
4132,1/15/2017 8:15,0,0,0,0,0,0,0,8
4133,1/15/2017 8:20,0,0,0,0,0,0,0,8
4134,1/15/2017 8:25,0,0,0,0,0,0,0,8
4135,1/15/2017 8:30,0,0,0,0,0,0,0,8
4136,1/15/2017 8:35,0,0,0,0,0,0,0,8
4137,1/15/2017 8:40,0,0,0,0,0,0,0,8
4138,1/15/2017 8:45,0,0,0,0,0,0,0,8
4139,1/15/2017 8:50,0,0,0,0,0,0,0,8
4140,1/15/2017 8:55,0,0,0,0,0,0,0,8
4141,1/15/2017 9:00,0,0,0,0,0,0,0,9
4142,1/15/2017 9:05,0,0,0,0,0,0,0,9
4143,1/15/2017 9:10,0,0,0,0,0,0,0,9
4144,1/15/2017 9:15,0,0,0,0,0,0,0,9
4145,1/15/2017 9:20,0,0,0,0,0,0,0,9
4146,1/15/2017 9:25,0,0,0,0,0,0,0,9
4147,1/15/2017 9:30,0,0,0,0,0,0,0,9
4148,1/15/2017 9:35,0,0,0,0,0,0,0,9
4149,1/15/2017 9:40,0,0,0,0,0,0,0,9
4150,1/15/2017 9:45,0,0,0,0,0,0,0,9
4151,1/15/2017 9:50,0,0,0,0,0,0,0,9
4152,1/15/2017 9:55,0,0,0,0,0,0,0,9
4153,1/15/2017 10:00,0,0,0,0,0,0,0,10
4154,1/15/2017 10:05,0,0,0,0,0,0,0,10
4155,1/15/2017 10:10,0,0,0,0,0,0,0,10
4156,1/15/2017 10:15,0,0,0,0,0,0,0,10
4157,1/15/2017 10:20,0,0,0,0,0,0,0,10
4158,1/15/2017 10:25,0,0,0,0,0,0,0,10
4159,1/15/2017 10:30,0,0,0,0,0,0,0,10
4160,1/15/2017 10:35,0,0,0,0,0,0,0,10
4161,1/15/2017 10:40,0,0,0,0,0,0,0,10
4162,1/15/2017 10:45,0,0,0,0,0,0,0,10
4163,1/15/2017 10:50,0,0,0,0,0,0,0,10
4164,1/15/2017 10:55,0,0,0,0,0,0,0,10
4165,1/15/2017 11:00,0,0,0,0,0,0,0,11
4166,1/15/2017 11:05,0,0,0,0,0,0,0,11
4167,1/15/2017 11:10,0,0,0,0,0,0,0,11
4168,1/15/2017 11:15,0,0,0,0,0,0,0,11
4169,1/15/2017 11:20,0,0,0,0,0,0,0,11
4170,1/15/2017 11:25,0,0,0,0,0,0,0,11
4171,1/15/2017 11:30,0,0,0,0,0,0,0,11
4172,1/15/2017 11:35,0,0,0,0,0,0,0,11
4173,1/15/2017 11:40,0,0,0,0,0,0,0,11
4174,1/15/2017 11:45,0,0,0,0,0,0,0,11
4175,1/15/2017 11:50,0,0,0,0,0,0,0,11
4176,1/15/2017 11:55,0,0,0,0,0,0,0,11
4177,1/15/2017 12:00,0,0,0,0,0,0,0,12
4178,1/15/2017 12:05,0,0,0,0,0,0,0,12
4179,1/15/2017 12:10,0,0,0,0,0,0,0,12
4180,1/15/2017 12:15,0,0,0,0,0,0,0,12
4181,1/15/2017 12:20,0,0,0,0,0,0,0,12
4182,1/15/2017 12:25,0,0,0,0,0,0,0,12
4183,1/15/2017 12:30,0,0,0,0,0,0,0,12
4184,1/15/2017 12:35,0,0,0,0,0,0,0,12
4185,1/15/2017 12:40,0,0,0,0,0,0,0,12
4186,1/15/2017 12:45,0,0,0,0,0,0,0,12
4187,1/15/2017 12:50,0,0,0,0,0,0,0,12
4188,1/15/2017 12:55,0,0,0,0,0,0,0,12
4189,1/15/2017 13:00,0,0,0,0,0,0,0,13
4190,1/15/2017 13:05,0,0,0,0,0,0,0,13
4191,1/15/2017 13:10,0,0,0,0,0,0,0,13
4192,1/15/2017 13:15,0,0,0,0,0,0,0,13
4193,1/15/2017 13:20,0,0,0,0,0,0,0,13
4194,1/15/2017 13:25,0,0,0,0,0,0,0,13
4195,1/15/2017 13:30,0,0,0,0,0,0,0,13
4196,1/15/2017 13:35,0,0,0,0,0,0,0,13
4197,1/15/2017 13:40,0,0,0,0,0,0,0,13
4198,1/15/2017 13:45,0,0,0,0,0,0,0,13
4199,1/15/2017 13:50,0,0,0,0,0,0,0,13
4200,1/15/2017 13:55,0,0,0,0,0,0,0,13
4201,1/15/2017 14:00,0,0,0,0,0,0,0,14
4202,1/15/2017 14:05,0,0,0,0,0,0,0,14
4203,1/15/2017 14:10,0,0,0,0,0,0,0,14
4204,1/15/2017 14:15,0,0,0,0,0,0,0,14
4205,1/15/2017 14:20,0,0,0,0,0,0,0,14
4206,1/15/2017 14:25,0,0,0,0,0,0,0,14
4207,1/15/2017 14:30,0,0,0,0,0,0,0,14
4208,1/15/2017 14:35,0,0,0,0,0,0,0,14
4209,1/15/2017 14:40,0,0,0,0,0,0,0,14
4210,1/15/2017 14:45,0,0,0,0,0,0,0,14
4211,1/15/2017 14:50,0,0,0,0,0,0,0,14
4212,1/15/2017 14:55,0,0,0,0,0,0,0,14
4213,1/15/2017 15:00,0,0,0,0,0,0,0,15
4214,1/15/2017 15:05,0,0,0,0,0,0,0,15
4215,1/15/2017 15:10,0,0,0,0,0,0,0,15
4216,1/15/2017 15:15,0,0,0,0,0,0,0,15
4217,1/15/2017 15:20,0,0,0,0,0,0,0,15
4218,1/15/2017 15:25,0,0,0,0,0,0,0,15
4219,1/15/2017 15:30,0,0,0,0,0,0,0,15
4220,1/15/2017 15:35,0,0,0,0,0,0,0,15
4221,1/15/2017 15:40,0,0,0,0,0,0,0,15
4222,1/15/2017 15:45,0,0,0,0,0,0,0,15
4223,1/15/2017 15:50,0,0,0,0,0,0,0,15
4224,1/15/2017 15:55,0,0,0,0,0,0,0,15
4225,1/15/2017 16:00,0,0,0,0,0,0,0,16
4226,1/15/2017 16:05,0,0,0,0,0,0,0,16
4227,1/15/2017 16:10,0,0,0,0,0,0,0,16
4228,1/15/2017 16:15,0,0,0,0,0,0,0,16
4229,1/15/2017 16:20,0,0,0,0,0,0,0,16
4230,1/15/2017 16:25,0,0,0,0,0,0,0,16
4231,1/15/2017 16:30,0,0,0,0,0,0,0,16
4232,1/15/2017 16:35,0,0,0,0,0,0,0,16
4233,1/15/2017 16:40,0,0,0,0,0,0,0,16
4234,1/15/2017 16:45,0,0,0,0,0,0,0,16
4235,1/15/2017 16:50,0,0,0,0,0,0,0,16
4236,1/15/2017 16:55,0,0,0,0,0,0,0,16
4237,1/15/2017 17:00,0,0,0,0,0,0,0,17
4238,1/15/2017 17:05,0,0,0,0,0,0,0,17
4239,1/15/2017 17:10,0,0,0,0,0,0,0,17
4240,1/15/2017 17:15,0,0,0,0,0,0,0,17
4241,1/15/2017 17:20,0,0,0,0,0,0,0,17
4242,1/15/2017 17:25,0,0,0,0,0,0,0,17
4243,1/15/2017 17:30,0,0,0,0,0,0,0,17
4244,1/15/2017 17:35,0,0,0,0,0,0,0,17
4245,1/15/2017 17:40,0,0,0,0,0,0,0,17
4246,1/15/2017 17:45,0,0,0,0,0,0,0,17
4247,1/15/2017 17:50,0,0,0,0,0,0,0,17
4248,1/15/2017 17:55,0,0,0,0,0,0,0,17
4346,1/16/2017 2:05,0,0,0,0,0,0,0,2
4347,1/16/2017 2:10,0,0,0,0,0,0,0,2
4348,1/16/2017 2:15,0,0,0,0,0,0,0,2
4349,1/16/2017 2:20,0,0,0,0,0,0,0,2
4350,1/16/2017 2:25,0,0,0,0,0,0,0,2
4351,1/16/2017 2:30,0,0,0,0,0,0,0,2
4352,1/16/2017 2:35,0,0,0,0,0,0,0,2
4353,1/16/2017 2:40,0,0,0,0,0,0,0,2
4354,1/16/2017 2:45,0,0,0,0,0,0,0,2
4355,1/16/2017 2:50,0,0,0,0,0,0,0,2
4356,1/16/2017 2:55,0,0,0,0,0,0,0,2
4357,1/16/2017 3:00,0,0,0,0,0,0,0,3
4358,1/16/2017 3:05,0,0,0,0,0,0,0,3
4359,1/16/2017 3:10,0,0,0,0,0,0,0,3
4360,1/16/2017 3:15,0,0,0,0,0,0,0,3
4361,1/16/2017 3:20,0,0,0,0,0,0,0,3
4362,1/16/2017 3:25,0,0,0,0,0,0,0,3
4363,1/16/2017 3:30,0,0,0,0,0,0,0,3
4364,1/16/2017 3:35,0,0,0,0,0,0,0,3
4365,1/16/2017 3:40,0,0,0,0,0,0,0,3
4366,1/16/2017 3:45,0,0,0,0,0,0,0,3
4367,1/16/2017 3:50,0,0,0,0,0,0,0,3
4368,1/16/2017 3:55,0,0,0,0,0,0,0,3
4369,1/16/2017 4:00,0,0,0,0,0,0,0,4
4370,1/16/2017 4:05,0,0,0,0,0,0,0,4
4371,1/16/2017 4:10,0,0,0,0,0,0,0,4
4372,1/16/2017 4:15,0,0,0,0,0,0,0,4
4373,1/16/2017 4:20,0,0,0,0,0,0,0,4
4374,1/16/2017 4:25,0,0,0,0,0,0,0,4
4375,1/16/2017 4:30,0,0,0,0,0,0,0,4
4376,1/16/2017 4:35,0,0,0,0,0,0,0,4
4377,1/16/2017 4:40,0,0,0,0,0,0,0,4
4378,1/16/2017 4:45,0,0,0,0,0,0,0,4
4379,1/16/2017 4:50,0,0,0,0,0,0,0,4
4380,1/16/2017 4:55,0,0,0,0,0,0,0,4
4381,1/16/2017 5:00,0,0,0,0,0,0,0,5
4382,1/16/2017 5:05,0,0,0,0,0,0,0,5
4383,1/16/2017 5:10,0,0,0,0,0,0,0,5
4384,1/16/2017 5:15,0,0,0,0,0,0,0,5
4385,1/16/2017 5:20,0,0,0,0,0,0,0,5
4386,1/16/2017 5:25,0,0,0,0,0,0,0,5
4387,1/16/2017 5:30,0,0,0,0,0,0,0,5
4388,1/16/2017 5:35,0,0,0,0,0,0,0,5
4389,1/16/2017 5:40,0,0,0,0,0,0,0,5
4390,1/16/2017 5:45,0,0,0,0,0,0,0,5
4391,1/16/2017 5:50,0,0,0,0,0,0,0,5
4392,1/16/2017 5:55,0,0,0,0,0,0,0,5
4393,1/16/2017 6:00,0,0,0,0,0,0,0,6
4394,1/16/2017 6:05,0,0,0,0,0,0,0,6
4395,1/16/2017 6:10,0,0,0,0,0,0,0,6
4396,1/16/2017 6:15,0,0,0,0,0,0,0,6
4397,1/16/2017 6:20,0,0,0,0,0,0,0,6
4398,1/16/2017 6:25,0,0,0,0,0,0,0,6
4399,1/16/2017 6:30,0,0,0,0,0,0,0,6
4400,1/16/2017 6:35,0,0,0,0,0,0,0,6
4401,1/16/2017 6:40,0,0,0,0,0,0,0,6
4402,1/16/2017 6:45,0,0,0,0,0,0,0,6
4403,1/16/2017 6:50,0,0,0,0,0,0,0,6
4404,1/16/2017 6:55,0,0,0,0,0,0,0,6
4405,1/16/2017 7:00,0,0,0,0,0,0,0,7
4406,1/16/2017 7:05,0,0,0,0,0,0,0,7
4407,1/16/2017 7:10,0,0,0,0,0,0,0,7
4408,1/16/2017 7:15,0,0,0,0,0,0,0,7
4409,1/16/2017 7:20,0,0,0,0,0,0,0,7
4410,1/16/2017 7:25,0,0,0,0,0,0,0,7
4411,1/16/2017 7:30,0,0,0,0,0,0,0,7
4412,1/16/2017 7:35,0,0,0,0,0,0,0,7
4413,1/16/2017 7:40,0,0,0,0,0,0,0,7
4414,1/16/2017 7:45,0,0,0,0,0,0,0,7
4415,1/16/2017 7:50,0,0,0,0,0,0,0,7
4416,1/16/2017 7:55,0,0,0,0,0,0,0,7
4417,1/16/2017 8:00,0,0,0,0,0,0,0,8
4418,1/16/2017 8:05,0,0,0,0,0,0,0,8
4419,1/16/2017 8:10,0,0,0,0,0,0,0,8
4420,1/16/2017 8:15,0,0,0,0,0,0,0,8
4421,1/16/2017 8:20,0,0,0,0,0,0,0,8
4422,1/16/2017 8:25,0,0,0,0,0,0,0,8
4423,1/16/2017 8:30,0,0,0,0,0,0,0,8
4424,1/16/2017 8:35,0,0,0,0,0,0,0,8
4425,1/16/2017 8:40,0,0,0,0,0,0,0,8
4426,1/16/2017 8:45,0,0,0,0,0,0,0,8
4427,1/16/2017 8:50,0,0,0,0,0,0,0,8
4428,1/16/2017 8:55,0,0,0,0,0,0,0,8
4429,1/16/2017 9:00,0,0,0,0,0,0,0,9
4430,1/16/2017 9:05,0,0,0,0,0,0,0,9
4431,1/16/2017 9:10,0,0,0,0,0,0,0,9
4432,1/16/2017 9:15,0,0,0,0,0,0,0,9
4433,1/16/2017 9:20,0,0,0,0,0,0,0,9
4434,1/16/2017 9:25,0,0,0,0,0,0,0,9
4435,1/16/2017 9:30,0,0,0,0,0,0,0,9
4436,1/16/2017 9:35,0,0,0,0,0,0,0,9
4437,1/16/2017 9:40,0,0,0,0,0,0,0,9
4438,1/16/2017 9:45,0,0,0,0,0,0,0,9
4439,1/16/2017 9:50,0,0,0,0,0,0,0,9
4440,1/16/2017 9:55,0,0,0,0,0,0,0,9
4441,1/16/2017 10:00,0,0,0,0,0,0,0,10
4442,1/16/2017 10:05,0,0,0,0,0,0,0,10
4443,1/16/2017 10:10,0,0,0,0,0,0,0,10
4444,1/16/2017 10:15,0,0,0,0,0,0,0,10
4445,1/16/2017 10:20,0,0,0,0,0,0,0,10
4446,1/16/2017 10:25,0,0,0,0,0,0,0,10
4447,1/16/2017 10:30,0,0,0,0,0,0,0,10
4448,1/16/2017 10:35,0,0,0,0,0,0,0,10
4449,1/16/2017 10:40,0,0,0,0,0,0,0,10
4450,1/16/2017 10:45,0,0,0,0,0,0,0,10
4451,1/16/2017 10:50,0,0,0,0,0,0,0,10
4452,1/16/2017 10:55,0,0,0,0,0,0,0,10
4453,1/16/2017 11:00,0,0,0,0,0,0,0,11
4454,1/16/2017 11:05,0,0,0,0,0,0,0,11
4455,1/16/2017 11:10,0,0,0,0,0,0,0,11
4456,1/16/2017 11:15,0,0,0,0,0,0,0,11
4457,1/16/2017 11:20,0,0,0,0,0,0,0,11
4458,1/16/2017 11:25,0,0,0,0,0,0,0,11
4459,1/16/2017 11:30,0,0,0,0,0,0,0,11
4460,1/16/2017 11:35,0,0,0,0,0,0,0,11
4461,1/16/2017 11:40,0,0,0,0,0,0,0,11
4462,1/16/2017 11:45,0,0,0,0,0,0,0,11
4463,1/16/2017 11:50,0,0,0,0,0,0,0,11
4464,1/16/2017 11:55,0,0,0,0,0,0,0,11
4465,1/16/2017 12:00,0,0,0,0,0,0,0,12
4466,1/16/2017 12:05,0,0,0,0,0,0,0,12
4467,1/16/2017 12:10,0,0,0,0,0,0,0,12
4468,1/16/2017 12:15,0,0,0,0,0,0,0,12
4469,1/16/2017 12:20,0,0,0,0,0,0,0,12
4470,1/16/2017 12:25,0,0,0,0,0,0,0,12
4471,1/16/2017 12:30,0,0,0,0,0,0,0,12
4472,1/16/2017 12:35,0,0,0,0,0,0,0,12
4473,1/16/2017 12:40,0,0,0,0,0,0,0,12
4474,1/16/2017 12:45,0,0,0,0,0,0,0,12
4475,1/16/2017 12:50,0,0,0,0,0,0,0,12
4476,1/16/2017 12:55,0,0,0,0,0,0,0,12
4477,1/16/2017 13:00,0,0,0,0,0,0,0,13
4478,1/16/2017 13:05,0,0,0,0,0,0,0,13
4479,1/16/2017 13:10,0,0,0,0,0,0,0,13
4480,1/16/2017 13:15,0,0,0,0,0,0,0,13
4481,1/16/2017 13:20,0,0,0,0,0,0,0,13
4482,1/16/2017 13:25,0,0,0,0,0,0,0,13
4483,1/16/2017 13:30,0,0,0,0,0,0,0,13
4484,1/16/2017 13:35,0,0,0,0,0,0,0,13
4485,1/16/2017 13:40,0,0,0,0,0,0,0,13
4486,1/16/2017 13:45,0,0,0,0,0,0,0,13
4487,1/16/2017 13:50,0,0,0,0,0,0,0,13
4488,1/16/2017 13:55,0,0,0,0,0,0,0,13
4489,1/16/2017 14:00,0,0,0,0,0,0,0,14
4490,1/16/2017 14:05,0,0,0,0,0,0,0,14
4491,1/16/2017 14:10,0,0,0,0,0,0,0,14
4492,1/16/2017 14:15,0,0,0,0,0,0,0,14
4493,1/16/2017 14:20,0,0,0,0,0,0,0,14
4494,1/16/2017 14:25,0,0,0,0,0,0,0,14
4495,1/16/2017 14:30,0,0,0,0,0,0,0,14
4496,1/16/2017 14:35,0,0,0,0,0,0,0,14
4497,1/16/2017 14:40,0,0,0,0,0,0,0,14
4498,1/16/2017 14:45,0,0,0,0,0,0,0,14
4499,1/16/2017 14:50,0,0,0,0,0,0,0,14
4500,1/16/2017 14:55,0,0,0,0,0,0,0,14
4501,1/16/2017 15:00,0,0,0,0,0,0,0,15
4502,1/16/2017 15:05,0,0,0,0,0,0,0,15
4503,1/16/2017 15:10,0,0,0,0,0,0,0,15
4504,1/16/2017 15:15,0,0,0,0,0,0,0,15
4505,1/16/2017 15:20,0,0,0,0,0,0,0,15
4506,1/16/2017 15:25,0,0,0,0,0,0,0,15
4507,1/16/2017 15:30,0,0,0,0,0,0,0,15
4508,1/16/2017 15:35,0,0,0,0,0,0,0,15
4509,1/16/2017 15:40,0,0,0,0,0,0,0,15
4510,1/16/2017 15:45,0,0,0,0,0,0,0,15
4511,1/16/2017 15:50,0,0,0,0,0,0,0,15
4512,1/16/2017 15:55,0,0,0,0,0,0,0,15
4513,1/16/2017 16:00,0,0,0,0,0,0,0,16
4514,1/16/2017 16:05,0,0,0,0,0,0,0,16
4515,1/16/2017 16:10,0,0,0,0,0,0,0,16
4516,1/16/2017 16:15,0,0,0,0,0,0,0,16
4517,1/16/2017 16:20,0,0,0,0,0,0,0,16
4518,1/16/2017 16:25,0,0,0,0,0,0,0,16
4519,1/16/2017 16:30,0,0,0,0,0,0,0,16
4520,1/16/2017 16:35,0,0,0,0,0,0,0,16
4521,1/16/2017 16:40,0,0,0,0,0,0,0,16
4522,1/16/2017 16:45,0,0,0,0,0,0,0,16
4523,1/16/2017 16:50,0,0,0,0,0,0,0,16
4524,1/16/2017 16:55,0,0,0,0,0,0,0,16
4525,1/16/2017 17:00,0,0,0,0,0,0,0,17
4526,1/16/2017 17:05,0,0,0,0,0,0,0,17
4527,1/16/2017 17:10,0,0,0,0,0,0,0,17
4528,1/16/2017 17:15,0,0,0,0,0,0,0,17
4529,1/16/2017 17:20,0,0,0,0,0,0,0,17
4530,1/16/2017 17:25,0,0,0,0,0,0,0,17
4531,1/16/2017 17:30,0,0,0,0,0,0,0,17
4532,1/16/2017 17:35,0,0,0,0,0,0,0,17
4533,1/16/2017 17:40,0,0,0,0,0,0,0,17
4534,1/16/2017 17:45,0,0,0,0,0,0,0,17
4535,1/16/2017 17:50,0,0,0,0,0,0,0,17
4536,1/16/2017 17:55,0,0,0,0,0,0,0,17
4922,1/18/2017 2:05,0,0,0,0,0,0,0,2
4923,1/18/2017 2:10,0,0,0,0,0,0,0,2
4924,1/18/2017 2:15,0,0,0,0,0,0,0,2
4925,1/18/2017 2:20,0,0,0,0,0,0,0,2
4926,1/18/2017 2:25,0,0,0,0,0,0,0,2
4927,1/18/2017 2:30,0,0,0,0,0,0,0,2
4928,1/18/2017 2:35,0,0,0,0,0,0,0,2
4929,1/18/2017 2:40,0,0,0,0,0,0,0,2
4930,1/18/2017 2:45,0,0,0,0,0,0,0,2
4931,1/18/2017 2:50,0,0,0,0,0,0,0,2
4932,1/18/2017 2:55,0,0,0,0,0,0,0,2
4933,1/18/2017 3:00,0,0,0,0,0,0,0,3
4934,1/18/2017 3:05,0,0,0,0,0,0,0,3
4935,1/18/2017 3:10,0,0,0,0,0,0,0,3
4936,1/18/2017 3:15,0,0,0,0,0,0,0,3
4937,1/18/2017 3:20,0,0,0,0,0,0,0,3
4938,1/18/2017 3:25,0,0,0,0,0,0,0,3
4939,1/18/2017 3:30,0,0,0,0,0,0,0,3
4940,1/18/2017 3:35,0,0,0,0,0,0,0,3
4941,1/18/2017 3:40,0,0,0,0,0,0,0,3
4942,1/18/2017 3:45,0,0,0,0,0,0,0,3
4943,1/18/2017 3:50,0,0,0,0,0,0,0,3
4944,1/18/2017 3:55,0,0,0,0,0,0,0,3
4945,1/18/2017 4:00,0,0,0,0,0,0,0,4
4946,1/18/2017 4:05,0,0,0,0,0,0,0,4
4947,1/18/2017 4:10,0,0,0,0,0,0,0,4
4948,1/18/2017 4:15,0,0,0,0,0,0,0,4
4949,1/18/2017 4:20,0,0,0,0,0,0,0,4
4950,1/18/2017 4:25,0,0,0,0,0,0,0,4
4951,1/18/2017 4:30,0,0,0,0,0,0,0,4
4952,1/18/2017 4:35,0,0,0,0,0,0,0,4
4953,1/18/2017 4:40,0,0,0,0,0,0,0,4
4954,1/18/2017 4:45,0,0,0,0,0,0,0,4
4955,1/18/2017 4:50,0,0,0,0,0,0,0,4
4956,1/18/2017 4:55,0,0,0,0,0,0,0,4
4957,1/18/2017 5:00,0,0,0,0,0,0,0,5
4958,1/18/2017 5:05,0,0,0,0,0,0,0,5
4959,1/18/2017 5:10,0,0,0,0,0,0,0,5
4960,1/18/2017 5:15,0,0,0,0,0,0,0,5
4961,1/18/2017 5:20,0,0,0,0,0,0,0,5
4962,1/18/2017 5:25,0,0,0,0,0,0,0,5
4963,1/18/2017 5:30,0,0,0,0,0,0,0,5
4964,1/18/2017 5:35,0,0,0,0,0,0,0,5
4965,1/18/2017 5:40,0,0,0,0,0,0,0,5
4966,1/18/2017 5:45,0,0,0,0,0,0,0,5
4967,1/18/2017 5:50,0,0,0,0,0,0,0,5
4968,1/18/2017 5:55,0,0,0,0,0,0,0,5
4969,1/18/2017 6:00,0,0,0,0,0,0,0,6
4970,1/18/2017 6:05,0,0,0,0,0,0,0,6
4971,1/18/2017 6:10,0,0,0,0,0,0,0,6
4972,1/18/2017 6:15,0,0,0,0,0,0,0,6
4973,1/18/2017 6:20,0,0,0,0,0,0,0,6
4974,1/18/2017 6:25,0,0,0,0,0,0,0,6
4975,1/18/2017 6:30,0,0,0,0,0,0,0,6
4976,1/18/2017 6:35,0,0,0,0,0,0,0,6
4977,1/18/2017 6:40,0,0,0,0,0,0,0,6
4978,1/18/2017 6:45,0,0,0,0,0,0,0,6
4979,1/18/2017 6:50,0,0,0,0,0,0,0,6
4980,1/18/2017 6:55,0,0,0,0,0,0,0,6
4981,1/18/2017 7:00,0,0,0,0,0,0,0,7
4982,1/18/2017 7:05,0,0,0,0,0,0,0,7
4983,1/18/2017 7:10,0,0,0,0,0,0,0,7
4984,1/18/2017 7:15,0,0,0,0,0,0,0,7
4985,1/18/2017 7:20,0,0,0,0,0,0,0,7
4986,1/18/2017 7:25,0,0,0,0,0,0,0,7
4987,1/18/2017 7:30,0,0,0,0,0,0,0,7
4988,1/18/2017 7:35,0,0,0,0,0,0,0,7
4989,1/18/2017 7:40,0,0,0,0,0,0,0,7
4990,1/18/2017 7:45,0,0,0,0,0,0,0,7
4991,1/18/2017 7:50,0,0,0,0,0,0,0,7
4992,1/18/2017 7:55,0,0,0,0,0,0,0,7
4993,1/18/2017 8:00,0,0,0,0,0,0,0,8
4994,1/18/2017 8:05,0,0,0,0,0,0,0,8
4995,1/18/2017 8:10,0,0,0,0,0,0,0,8
4996,1/18/2017 8:15,0,0,0,0,0,0,0,8
4997,1/18/2017 8:20,0,0,0,0,0,0,0,8
4998,1/18/2017 8:25,0,0,0,0,0,0,0,8
4999,1/18/2017 8:30,0,0,0,0,0,0,0,8
5000,1/18/2017 8:35,0,0,0,0,0,0,0,8
5001,1/18/2017 8:40,0,0,0,0,0,0,0,8
5002,1/18/2017 8:45,0,0,0,0,0,0,0,8
5003,1/18/2017 8:50,0,0,0,0,0,0,0,8
5004,1/18/2017 8:55,0,0,0,0,0,0,0,8
5005,1/18/2017 9:00,0,0,0,0,0,0,0,9
5006,1/18/2017 9:05,0,0,0,0,0,0,0,9
5007,1/18/2017 9:10,0,0,0,0,0,0,0,9
5008,1/18/2017 9:15,0,0,0,0,0,0,0,9
5009,1/18/2017 9:20,0,0,0,0,0,0,0,9
5010,1/18/2017 9:25,0,0,0,0,0,0,0,9
5011,1/18/2017 9:30,0,0,0,0,0,0,0,9
5012,1/18/2017 9:35,0,0,0,0,0,0,0,9
5013,1/18/2017 9:40,0,0,0,0,0,0,0,9
5014,1/18/2017 9:45,0,0,0,0,0,0,0,9
5015,1/18/2017 9:50,0,0,0,0,0,0,0,9
5016,1/18/2017 9:55,0,0,0,0,0,0,0,9
5017,1/18/2017 10:00,0,0,0,0,0,0,0,10
5018,1/18/2017 10:05,0,0,0,0,0,0,0,10
5019,1/18/2017 10:10,0,0,0,0,0,0,0,10
5020,1/18/2017 10:15,0,0,0,0,0,0,0,10
5021,1/18/2017 10:20,0,0,0,0,0,0,0,10
5022,1/18/2017 10:25,0,0,0,0,0,0,0,10
5023,1/18/2017 10:30,0,0,0,0,0,0,0,10
5024,1/18/2017 10:35,0,0,0,0,0,0,0,10
5025,1/18/2017 10:40,0,0,0,0,0,0,0,10
5026,1/18/2017 10:45,0,0,0,0,0,0,0,10
5027,1/18/2017 10:50,0,0,0,0,0,0,0,10
5028,1/18/2017 10:55,0,0,0,0,0,0,0,10
5029,1/18/2017 11:00,0,0,0,0,0,0,0,11
5030,1/18/2017 11:05,0,0,0,0,0,0,0,11
5031,1/18/2017 11:10,0,0,0,0,0,0,0,11
5032,1/18/2017 11:15,0,0,0,0,0,0,0,11
